locator,project,layer,association_key,member_oss_ids,member_count,original_harnesses,final_routes,type_hint,catalog_cwes,any_original_poc,any_aggregated_poc,any_original_log,any_aggregated_log,identity_status,verified_memory_bug
libxml2:expected:002,libxml2,catalog_associated,global-buffer-overflow|READ|htmlParsePI|HTMLparser.c,42522530,1,html,0,A,CWE-125,True,True,True,True,pending,False
libxml2:expected:003,libxml2,catalog_associated,global-buffer-overflow|READ|xmlDictComputeFastKey|dict.c,42522315,1,schema,2,A,CWE-125,True,True,True,True,pending,False
libxml2:expected:004,libxml2,catalog_associated,global-buffer-overflow|READ|xmlNextChar|parserInternals.c,42522273,1,html,0,A,CWE-125,True,True,True,True,pending,False
libxml2:expected:005,libxml2,catalog_associated,global-buffer-overflow|READ|xmlParseContentInternal|parser.c,42522285,1,schema,2,A,CWE-125,True,True,True,True,pending,False
libxml2:expected:006,libxml2,catalog_associated,global-buffer-overflow|READ|xmlParseQName|parser.c,42522277 42522360,2,xinclude,1,A,CWE-125,True,True,True,True,pending,False
libxml2:expected:007,libxml2,catalog_associated,global-buffer-overflow|READ|xmlSkipBlankChars|parser.c,42522281,1,xinclude,1,A,CWE-125,True,True,True,True,pending,False
libraw:expected:001,libraw,catalog_associated,SEGV|READ|libraw_sget4_static|read_utils.cpp,42534178,1,libraw_nef_fuzzer,0,,CWE-125,True,True,True,True,pending,False
libraw:expected:002,libraw,catalog_associated,global-buffer-overflow|READ|libraw_tagtype_dataunit_bytes|wblists.cpp,42531108,1,libraw_fuzzer,0,A,CWE-125,True,True,True,True,pending,False
libraw:expected:003,libraw,catalog_associated,heap-buffer-overflow|READ|LibRaw::kodak_c330_load_raw|kodak_decoders.cpp,42493517,1,libraw_fuzzer,0,A,CWE-125,True,True,True,True,pending,False
libraw:expected:004,libraw,catalog_associated,heap-buffer-overflow|READ|LibRaw::phase_one_correct|load_mfbacks.cpp,399138502,1,libraw_nef_fuzzer,0,,CWE-416,True,True,True,True,pending,False
libraw:expected:005,libraw,catalog_associated,heap-buffer-overflow|READ|LibRaw::xtrans_interpolate|xtrans_demosaic.cpp,42535042,1,libraw_raf_fuzzer,0,A,CWE-125,True,True,True,True,pending,False
libraw:expected:006,libraw,catalog_associated,heap-buffer-overflow|WRITE|LibRaw_buffer_datastream::read|libraw_datastream.cpp,42492565,1,libraw_cr2_fuzzer,0,A,CWE-787,True,True,True,True,pending,False
libraw:expected:007,libraw,catalog_associated,stack-buffer-overflow|WRITE|LibRaw::parseCR3|cr3_parser.cpp,42505653,1,libraw_fuzzer,0,A,CWE-787,True,True,True,True,pending,False
libraw:expected:008,libraw,catalog_associated,stack-buffer-overflow|WRITE|LibRaw::xtrans_interpolate|xtrans_demosaic.cpp,42526333,1,libraw_fuzzer,0,A,CWE-787,True,True,True,True,pending,False
librawspeed:expected:001,librawspeed,catalog_associated,heap-buffer-overflow|READ|rawspeed::DngOpcodes::applyOpCodes|DngOpcodes.cpp,42508774,1,TiffParserFuzzer-GetDecoder-Decode,5,A,CWE-125,True,True,True,True,pending,False
librawspeed:expected:002,librawspeed,catalog_associated,heap-buffer-overflow|READ|rawspeed::RawImageData::transferBadPixelsToMap|RawImage.cpp,42497170,1,TiffDecoderFuzzer-DngDecoder,1,A,CWE-125,True,True,True,True,pending,False
librawspeed:expected:003,librawspeed,catalog_associated,heap-buffer-overflow|WRITE|rawspeed::TableLookUp::setTable|TableLookUp.cpp,42517260,1,RawParserFuzzer-GetDecoder-Decode,4,A,CWE-787,True,True,True,True,pending,False
librawspeed:expected:004,librawspeed,catalog_associated,"segv|-|void rawspeed::DngOpcodes::PixelOpcode::applyOP<unsigned short, rawspeed::DngOpcodes::OffsetPerRowOrCol<>::apply|DngOpcodes.cpp",42507708,1,RawParserFuzzer-GetDecoder-Decode,4,,CWE-125,True,True,True,True,pending,False
librawspeed:expected:005,librawspeed,catalog_associated,use-after-poison|READ|rawspeed::SamsungV2Decompressor::decompress|SamsungV2Decompressor.cpp,42495148,1,TiffDecoderFuzzer-SrwDecoder,0,B,CWE-416,True,True,True,True,pending,False
librawspeed:expected:006,librawspeed,catalog_associated,use-after-poison|READ|void rawspeed::LJpegDecompressor::decodeN<>|LJpegDecompressor.cpp,42497815,1,FiffParserFuzzer-GetDecoder-Decode,3,B,CWE-416,True,True,True,True,pending,False
librawspeed:expected:007,librawspeed,catalog_associated,use-after-poison|READ|void rawspeed::SamsungV2Decompressor::decompressRow<>|SamsungV2Decompressor.cpp,42497736,1,TiffDecoderFuzzer-SrwDecoder,0,B,CWE-416,True,True,True,True,pending,False
librawspeed:expected:008,librawspeed,catalog_associated,use-after-poison|WRITE|rawspeed::NefDecoder::decodeRawInternal|NefDecoder.cpp,42497326,1,TiffDecoderFuzzer-NefDecoder,2,B,CWE-416,True,True,True,True,pending,False
